Flow,Kota,Tahun,Bulan,K100000,K50000,K20000,K10000,K5000,K2000,K1000,L1000,L500,L200,L100,L50
Inflow,Surabaya,2018,9,2271180.800,1440705.200,54294.400,68687.810,55233.190,31473.784,958.108,9.470,14.860,6.560,0.240,0.000
Inflow,Surabaya,2018,10,2491449.700,1488255.850,65314.700,60972.650,45113.360,36559.568,1018.514,6.000,21.750,9.100,11.580,0.030
Inflow,Surabaya,2018,11,2495734.300,1298919.250,49599.580,38785.050,36653.680,25658.834,948.895,16.720,41.810,15.080,3.540,0.030
Inflow,Surabaya,2018,12,1409920.900,917999.150,34579.280,31431.070,24023.515,15137.528,420.458,0.500,17.500,4.800,2.870,0.080
Inflow,Surabaya,2019,1,3965790.100,2017326.050,56560.940,47751.150,32553.315,15082.250,622.318,6.000,15.000,1.000,0.000,0.000
Inflow,Surabaya,2019,2,2288060.800,1253381.650,37322.480,33222.430,27329.105,13203.226,409.620,9.000,19.000,8.000,4.000,0.000
Inflow,Surabaya,2019,3,2122190.600,1121551.950,29890.720,25425.480,22702.105,12196.508,531.747,1.000,2.000,1.000,1.000,0.000
Inflow,Surabaya,2019,4,1241242.600,1241242.600,29569.740,22344.680,14598.650,12230.120,417.059,3.000,7.000,1.000,1.000,0.000
Inflow,Surabaya,2019,5,1078396.300,1078396.300,42746.580,30122.540,19618.960,7510.984,292.356,0.000,1.000,0.000,0.000,0.000
Inflow,Surabaya,2019,6,3004200.300,3004200.300,175258.520,119207.180,63088.445,15325.892,254.292,0.000,1.000,0.000,0.000,0.000
Inflow,Jakarta,1994,1,,10739.100,101550.160,653243.870,51971.370,,17899.030,81.600,112.250,,133.700,3.500
Inflow,Jakarta,1994,2,,5646.530,128889.690,547710.790,46738.090,,10946.350,5.000,29.320,,53.680,0.090
Inflow,Jakarta,1994,3,,22657.130,295913.180,556393.010,59056.240,,14161.990,5.210,75.730,,33.050,1.030
Inflow,Jakarta,1994,4,,15236.550,317120.130,460116.610,65562.090,,20564.370,5.200,94.750,,339.500,2.020
Inflow,Jakarta,1994,5,,28610.650,333926.520,353205.270,50359.870,,46406.320,25.600,95.750,,313.140,0.490
Inflow,Jakarta,1994,6,,37910.750,322555.030,369679.040,49149.730,,14212.590,28.000,98.080,,221.030,0.820
Inflow,Jakarta,1994,7,,72831.600,337538.500,403179.880,50886.440,,15758.420,27.560,121.260,,249.800,0.340
Inflow,Jakarta,1994,8,,84863.080,293284.920,417882.920,46981.570,,15503.000,22.400,128.700,,351.310,0.450
Inflow,Jakarta,1994,9,,71980.380,310561.700,432541.970,44576.400,,14326.450,44.210,248.040,,380.770,10.100
Inflow,Jakarta,1994,10,,51695.750,333424.210,414136.330,46657.190,,16475.360,40.110,227.290,,184.010,1.910
Inflow,Jakarta,1994,11,,44845.250,380166.990,428407.540,44709.610,,16471.780,24.420,698.920,,231.770,0.010
Inflow,Jakarta,1994,12,,29961.900,348172.720,375425.120,27649.670,,13302.520,24.800,225.150,,0.020,0.010
Inflow,Jakarta,1995,1,,49628.700,486894.220,456088.980,36661.360,,15826.980,29.150,337.490,,0.670,0.120
Inflow,Jakarta,1995,2,,47777.700,332288.980,338451.600,31036.810,,10917.680,34.400,367.780,,4.180,0.000
Inflow,Jakarta,1995,3,,134590.080,586360.690,654994.410,51837.230,,21906.820,53.250,395.800,,280.980,0.440
Inflow,Jakarta,1995,4,,62534.330,376302.850,453212.460,39555.470,,18367.390,47.200,518.750,,171.820,0.050
Inflow,Jakarta,1995,5,,38839.150,250358.550,520353.070,39404.510,,14977.220,33.800,502.250,,222.770,10.560
Inflow,Jakarta,1995,6,,31604.450,254083.060,546719.680,41207.640,,17336.510,52.800,527.250,,212.940,0.600
Inflow,Jakarta,1995,7,,30765.530,296259.930,587765.750,39532.730,,16550.390,83.500,442.510,,176.730,0.610
Inflow,Jakarta,1995,8,,36127.650,302660.340,545877.180,39196.490,,16222.500,69.420,393.260,,187.260,0.960
Inflow,Jakarta,1995,9,,48224.180,312129.290,524449.180,32849.060,,15293.350,60.700,583.750,,116.200,1.730
Inflow,Jakarta,1995,10,,66099.150,324889.280,508684.250,33637.140,,18556.810,47.400,792.000,,34.310,0.870
Inflow,Jakarta,1995,11,,110048.450,375209.710,512596.230,34621.630,,19491.760,96.100,730.500,,29.360,5.020
Inflow,Jakarta,1995,12,,93061.380,274487.330,388134.090,27452.060,,14739.230,99.800,636.250,,4.210,0.360
Inflow,Jakarta,1996,1,,204269.380,462188.180,464129.640,38542.870,,19870.510,209.510,1000.020,,186.960,0.790
Inflow,Jakarta,1996,2,,242496.900,380959.920,346016.260,22271.350,,10735.840,208.900,816.240,,159.880,1.950
Inflow,Jakarta,1996,3,,270025.750,384716.190,349481.500,31456.880,,23708.080,310.720,1652.790,,517.530,5.300
Inflow,Jakarta,1996,4,,311502.080,446096.150,368819.540,26986.430,,21340.470,411.220,1352.260,,1192.610,14.750
Inflow,Jakarta,1996,5,,338266.330,462780.490,341938.910,24125.270,,18652.160,204.350,490.520,,701.700,11.410
Inflow,Jakarta,1996,6,,298678.680,393612.140,290058.120,20023.750,,16091.290,44.410,67.840,,656.970,12.110
Inflow,Jakarta,1996,7,,319856.900,537119.650,349541.430,29508.310,,21103.710,100.560,297.160,,882.080,11.980
Inflow,Jakarta,1996,8,,207299.150,483179.570,294432.150,22950.240,,17640.620,134.600,608.520,,1052.510,2.830
Inflow,Jakarta,1996,9,,187830.750,523512.890,307263.210,18415.840,,16755.850,199.410,500.010,,789.580,4.030
Inflow,Jakarta,1996,10,,190702.350,567488.800,329184.720,20756.080,,20169.000,241.800,546.190,,484.210,13.630
Inflow,Jakarta,1996,11,,240565.900,506019.400,276587.980,20735.000,,18284.220,259.600,494.800,,295.910,1.840
Inflow,Jakarta,1996,12,,186614.230,489067.900,261774.470,20443.360,,17528.410,259.260,388.890,,31.910,1.680
Inflow,Jakarta,1997,1,,263707.950,623915.180,330603.780,26791.970,,21239.890,372.410,536.270,,211.410,0.570
Inflow,Jakarta,1997,2,,408714.830,812809.030,502649.500,31581.760,,24359.420,328.160,551.820,,150.180,2.010
Inflow,Jakarta,1997,3,,202923.500,536078.890,366610.300,31840.310,,25772.340,504.550,651.160,,544.650,10.570
Inflow,Jakarta,1997,4,,210479.130,674656.530,468882.140,30644.990,,22499.090,431.810,639.020,,472.030,14.560
Inflow,Jakarta,1997,5,,175161.230,545949.500,431572.890,25422.650,,19908.470,307.210,480.690,,432.250,5.610
Inflow,Jakarta,1997,6,,124486.630,483132.900,547039.520,27352.380,,21815.130,407.190,717.260,,416.190,6.880
Inflow,Jakarta,1997,7,,166393.930,553009.000,694465.110,37698.880,,30484.210,427.400,526.290,,199.830,4.940
Inflow,Jakarta,1997,8,,474610.380,592470.010,776347.150,33690.560,,32330.350,357.640,680.840,,137.900,3.400
Inflow,Jakarta,1997,9,,357983.750,602023.020,647123.500,36406.020,,38394.050,355.620,734.600,,32.760,2.590
Inflow,Jakarta,1997,10,,302396.580,509127.730,558121.770,36248.630,,35564.070,323.930,1021.010,,2.380,2.280
Inflow,Jakarta,1997,11,,642273.630,694573.080,613491.080,285893.590,,28965.600,177.830,383.110,,1.400,0.870
Inflow,Jakarta,1997,12,,455780.500,486490.150,557248.430,145720.210,,29912.470,308.110,485.900,,2.990,2.000
Inflow,Jakarta,1998,1,,259358.830,300694.490,377375.230,135406.800,,20717.420,310.560,625.340,,3.220,0.740
Inflow,Jakarta,1998,2,,443364.700,494657.150,844756.330,317783.840,,34387.310,248.670,292.040,,6.330,1.370
Inflow,Jakarta,1998,3,,196072.100,370886.710,945600.080,195055.870,,19071.050,293.500,515.260,,35.610,8.340
Inflow,Jakarta,1998,4,,163600.380,386038.610,1217416.500,291469.030,,10155.790,139.500,308.500,,0.580,0.570
Inflow,Jakarta,1998,5,,111253.950,201951.450,676063.040,187591.850,,10460.570,61.070,146.690,,3.190,0.120
Inflow,Jakarta,1998,6,,542851.100,386304.280,1139128.830,469336.030,,12249.070,175.930,171.480,,16.740,1.070
Inflow,Jakarta,1998,7,,961478.700,503179.890,1065549.970,356994.370,,8266.650,74.310,68.420,,5.380,1.000
Inflow,Jakarta,1998,8,,617705.600,345133.190,587558.900,184632.740,,3051.830,124.600,96.330,,5.700,0.140
Inflow,Jakarta,1998,9,,904695.330,532841.180,751249.720,252193.780,,2888.010,82.370,41.380,,2.990,1.040
Inflow,Jakarta,1998,10,,1383855.700,612069.030,663217.750,178194.810,,3176.230,65.500,67.320,,1.790,1.060
Inflow,Jakarta,1998,11,,876889.400,407482.290,305325.170,85662.560,,4020.080,72.130,76.660,,0.930,0.200
Inflow,Jakarta,1998,12,,1048664.180,362070.490,238977.710,65203.880,,5010.390,116.060,119.310,,0.910,2.890
Inflow,Jakarta,1999,1,,1291697.030,365302.580,192368.030,39967.280,,3112.110,101.720,108.890,,0.270,1.310
Inflow,Jakarta,1999,2,,1158247.180,364852.850,182249.810,46829.750,,9932.660,167.000,177.760,,0.150,0.430
Inflow,Jakarta,1999,3,,1798117.180,438192.920,212588.680,50344.820,,8483.490,63.050,80.600,,0.370,0.640
Inflow,Jakarta,1999,4,,2208478.400,442467.240,178861.050,38162.880,,7246.760,76.010,62.030,,0.390,1.060
Inflow,Jakarta,1999,5,,1550792.330,332676.700,132609.940,35440.910,,8296.530,62.000,76.000,,3.560,0.030
Inflow,Jakarta,1999,6,,1401317.330,337648.330,117886.010,32910.640,,7791.560,72.000,98.250,,1.010,0.020
Inflow,Jakarta,1999,7,,1366360.030,451274.990,146252.080,39151.390,,9122.240,62.000,102.080,,1.870,0.060
Inflow,Jakarta,1999,8,,1419613.830,390880.300,122313.750,28687.470,,5940.880,62.010,81.050,,6.430,0.180
Inflow,Jakarta,1999,9,,1406631.650,434955.370,131423.040,32141.870,,8786.920,55.020,104.040,,1.740,0.220
Inflow,Jakarta,1999,10,,1257952.080,393408.590,129221.430,32634.060,,9592.530,71.000,73.000,,0.690,0.010
Inflow,Jakarta,1999,11,44.900,1479697.300,454564.160,142203.860,34286.260,,11323.710,66.560,112.290,,0.930,0.030
Inflow,Jakarta,1999,12,8501.600,885767.900,361760.680,93616.110,26363.200,,9430.560,107.500,146.840,,0.350,0.020
Inflow,Jakarta,2000,1,1301057.100,2926503.000,1088198.250,206367.220,48951.610,,15780.110,144.530,291.520,,0.280,27.020
Inflow,Jakarta,2000,2,222875.800,1463851.650,524555.510,166897.880,47653.480,,24152.480,293.530,418.170,,1.240,1.880
Inflow,Jakarta,2000,3,227447.450,1446469.100,436170.500,132003.420,35687.600,,19423.430,239.520,584.280,,0.080,2.090
Inflow,Jakarta,2000,4,250493.950,1411799.300,405694.880,106906.790,28428.410,,13592.300,108.520,248.260,,0.450,0.270
Inflow,Jakarta,2000,5,280482.750,1295663.800,402411.070,107422.040,33574.230,,12412.180,101.290,227.520,,0.950,0.060
Inflow,Jakarta,2000,6,352134.800,1692271.180,332748.210,87902.410,27177.330,,8668.880,58.500,187.050,,0.520,0.130
Inflow,Jakarta,2000,7,570165.600,2241421.530,446300.270,120562.110,34179.280,,8983.100,49.000,340.110,,0.880,0.250
Inflow,Jakarta,2000,8,693177.700,2133207.400,497839.590,167034.680,40819.700,,12869.300,69.590,332.560,,0.290,0.020
Inflow,Jakarta,2000,9,694577.000,1335570.600,435394.790,118111.610,37463.170,,11037.300,58.500,208.760,,1.290,0.020
Inflow,Jakarta,2000,10,718257.350,1257520.430,404362.300,95727.650,36067.390,,8049.030,7.500,48.020,,0.030,0.110
Inflow,Jakarta,2000,11,827794.400,1341147.600,393945.940,86998.670,34133.610,,5611.120,1.990,7.310,,0.270,0.060
Inflow,Jakarta,2000,12,312080.750,608066.530,140319.230,33387.970,14572.760,,3464.880,0.000,13.350,,0.910,0.000
Inflow,Jakarta,2001,1,3573582.000,1996677.580,728679.720,187861.300,52117.220,,17055.720,0.000,0.300,,0.420,0.010
Inflow,Jakarta,2001,2,1132125.350,954332.500,352260.060,125321.100,48046.300,,12103.450,0.030,2.550,,1.910,0.220
Inflow,Jakarta,2001,3,1066745.000,916243.050,275900.260,71511.110,37442.380,,8181.500,0.010,0.090,,1.040,0.360
Inflow,Jakarta,2001,4,1172414.450,679504.800,234609.270,80229.250,40868.480,,6613.090,0.080,5.170,,4.330,0.420
Inflow,Jakarta,2001,5,1457812.950,842728.480,327042.070,80251.290,33156.230,,4933.710,0.040,0.180,,1.700,0.020
Inflow,Jakarta,2001,6,1069703.550,850493.800,278127.110,70357.840,29876.120,,4366.860,0.030,10.790,,7.090,1.180
Inflow,Jakarta,2001,7,1171197.650,902808.280,406498.590,124676.950,38674.200,,4598.980,0.610,2.290,,7.430,0.270
Inflow,Jakarta,2001,8,1231852.000,812179.180,467027.370,156594.860,48428.650,,6933.290,0.090,2.010,,0.440,0.100
Inflow,Jakarta,2001,9,1122433.000,749765.130,363988.720,155428.310,52051.250,,8145.330,0.090,3.400,,0.350,0.060
Inflow,Jakarta,2001,10,1246175.050,791889.230,442495.320,149037.090,40442.240,,7333.970,0.110,3.830,,0.710,0.120
Inflow,Jakarta,2001,11,1027069.450,848440.530,314943.060,138093.660,52485.880,,9940.580,0.260,1.520,,0.110,0.020
Inflow,Jakarta,2001,12,1254775.150,1470495.780,307118.640,89805.220,32301.210,,6356.080,0.010,0.260,,0.040,44.010
Inflow,Jakarta,2002,1,1497784.100,1647324.780,394959.880,171954.820,76701.310,,18730.500,0.120,0.610,,0.120,0.070
Inflow,Jakarta,2002,2,859478.200,919160.500,219540.210,73464.840,45551.910,,17219.280,0.000,0.000,,0.040,0.060
Inflow,Jakarta,2002,3,961984.400,1197489.930,256760.110,95641.240,36387.970,,11865.680,0.280,0.050,,0.250,0.050
Inflow,Jakarta,2002,4,1150354.500,1314728.580,233573.190,159928.580,53508.200,,20666.190,0.080,0.940,,5.070,2.310
Inflow,Jakarta,2002,5,1093801.550,1453120.030,237133.520,72888.320,84547.600,,21379.340,0.340,2.310,,4.300,0.520
Inflow,Jakarta,2002,6,1008057.400,1299379.800,203985.870,76698.250,63178.330,,27121.820,0.190,1.020,,11.780,2.410
Inflow,Jakarta,2002,7,1325875.350,1748972.500,234511.630,100908.330,54392.140,,44569.010,4.000,0.360,,64.200,9.080
Inflow,Jakarta,2002,8,1095949.600,1544539.030,244531.010,80609.370,64392.400,,33400.060,0.560,3.460,,95.250,5.050
Inflow,Jakarta,2002,9,1028422.200,1584375.400,203241.430,81280.220,54625.080,,27394.680,0.060,18.620,,86.120,15.130
Inflow,Jakarta,2002,10,1288056.900,1873674.700,217774.810,79697.990,61439.310,,28062.930,0.350,2.310,,70.000,9.880
Inflow,Jakarta,2002,11,694659.550,1485735.900,156894.060,60219.390,42566.320,,22098.090,0.550,1.800,,51.010,4.330
Inflow,Jakarta,2002,12,1423953.850,3732795.880,238591.780,79133.280,53658.050,,20521.390,0.570,1.820,,68.070,2.840
Inflow,Jakarta,2003,1,1317421.150,2970783.050,325674.150,165203.300,126941.500,,66554.120,67.600,2.790,,133.820,5.240
Inflow,Jakarta,2003,2,962474.300,2098759.580,187921.010,80173.100,70661.690,,41961.120,145.550,31.450,,147.670,12.630
Inflow,Jakarta,2003,3,784099.700,2480395.800,193277.710,86800.370,79282.830,,42554.730,70.180,4.160,,164.860,12.830
Inflow,Jakarta,2003,4,957550.630,2589259.080,202590.680,99027.510,82775.080,,44272.990,66.590,1.460,,134.510,9.860
Inflow,Jakarta,2003,5,930920.200,2270629.530,156149.070,70804.270,66044.140,,35177.420,30.000,1.250,,130.670,7.020
Inflow,Jakarta,2003,6,943403.750,2535544.400,173949.500,78373.230,66878.510,,37940.480,165.000,1.760,,123.040,7.100
Inflow,Jakarta,2003,7,1077051.830,3017949.980,206553.050,96786.630,78976.670,,46843.580,331.600,3.520,,181.840,12.090
Inflow,Jakarta,2003,8,949506.300,2429574.530,215386.790,79887.190,63884.700,,38976.110,155.220,112.190,,181.040,7.800
Inflow,Jakarta,2003,9,1147226.950,2510231.680,384059.110,97727.710,75902.100,,39415.240,199.870,31.870,,201.970,7.560
Inflow,Jakarta,2003,10,1299022.100,2749722.390,472774.100,111362.040,82684.100,,45542.390,187.680,80.280,,226.760,7.610
Inflow,Jakarta,2003,11,442899.450,1149617.500,153111.850,42061.600,31073.160,,14979.140,56.130,5.450,,65.850,13.970
Inflow,Jakarta,2003,12,2501509.650,4432336.380,416297.190,162498.340,121039.470,,57827.550,149.700,369.250,,98.060,10.010
Inflow,Jakarta,2004,1,1652216.950,3318273.820,282745.130,144162.170,120926.710,,79403.580,393.790,991.420,,265.270,30.310
Inflow,Jakarta,2004,2,1210786.300,2761102.130,202529.900,95940.900,74933.040,,47923.090,573.220,1444.770,,339.340,8.730
Inflow,Jakarta,2004,3,1424477.250,2923089.730,203464.280,119351.880,84858.820,,46900.560,545.560,1938.360,0.400,492.140,15.130
Inflow,Jakarta,2004,4,1445171.900,2840870.420,174472.980,98141.780,71457.580,,42337.050,428.760,2549.540,2.850,569.900,15.650
Inflow,Jakarta,2004,5,1157269.100,2720302.500,167225.990,94981.730,71029.720,,34684.280,272.930,1325.300,3.200,686.310,9.930
Inflow,Jakarta,2004,6,1128641.000,3124451.180,176323.260,91972.770,75375.460,,41094.740,213.150,2302.430,169.300,769.800,4.030
Inflow,Jakarta,2004,7,1268538.250,3303303.160,186161.140,98490.960,73444.060,,39956.350,277.430,1561.530,128.720,307.830,7.450
Inflow,Jakarta,2004,8,1300103.400,3213981.000,187401.260,101033.020,84426.260,,43269.240,382.460,3249.220,20.370,113.170,29.000
Inflow,Jakarta,2004,9,1279376.200,3142455.400,168509.640,91290.720,83356.190,,42118.980,161.780,3808.330,357.590,105.780,9.320
Inflow,Jakarta,2004,10,1070115.100,3074587.750,172538.300,89744.610,70012.250,,36412.060,265.580,1886.520,56.810,71.110,10.150
Inflow,Jakarta,2004,11,1222366.150,5167616.950,221540.060,111672.140,86742.630,,29074.480,113.830,1609.390,6.070,29.410,1.700
Inflow,Jakarta,2004,12,821371.600,4026304.130,246442.240,146473.910,157815.890,,82248.270,487.950,4927.300,23.150,76.180,4.750
Inflow,Jakarta,2005,1,1050964.600,4014647.100,212629.630,114756.340,117687.910,,74707.540,618.630,5309.440,223.710,155.710,10.130
Inflow,Jakarta,2005,2,1060801.800,3796518.050,225172.500,96958.790,101936.240,,58525.050,427.910,3986.710,203.900,123.900,2.230
Inflow,Jakarta,2005,3,1286284.200,4053317.850,251110.760,104376.900,137651.110,,70198.460,723.080,5278.930,309.600,255.850,6.530
Inflow,Jakarta,2005,4,1152406.900,3627815.000,189259.740,77433.200,105653.380,,52193.420,528.710,4662.310,502.310,205.260,2.550
Inflow,Jakarta,2005,5,1239338.300,4096687.050,201122.440,93258.960,123472.940,,49628.710,361.280,2280.140,618.010,125.500,6.400
Inflow,Jakarta,2005,6,1249932.240,3674071.050,185515.120,81410.710,110083.090,,41779.170,535.770,2681.810,709.630,154.790,9.480
Inflow,Jakarta,2005,7,1424519.400,3834424.700,201550.860,80752.200,113449.220,,37964.230,520.180,2361.160,512.090,102.860,16.130
Inflow,Jakarta,2005,8,1624102.400,3759101.000,238173.920,93206.560,131630.420,,42268.200,414.990,3936.380,531.270,99.880,9.180
Inflow,Jakarta,2005,9,1831625.100,3713210.650,182929.780,77657.920,121105.280,,38163.860,809.320,3973.150,270.050,143.830,52.670
Inflow,Jakarta,2005,10,1739741.300,2763046.850,145799.460,60241.440,90973.370,,26948.400,135.390,3435.630,221.980,34.100,2.750
Inflow,Jakarta,2005,11,4279365.500,4697595.900,565686.660,146332.920,208991.920,,61761.190,131.000,4620.250,71.700,39.600,0.880
Inflow,Jakarta,2005,12,1946561.700,3249772.400,234286.580,88399.250,171979.300,,77420.070,448.010,8932.680,452.720,165.340,7.100
Inflow,Jakarta,2006,1,1988295.600,4152703.050,221394.060,80499.650,94367.090,,55094.620,247.910,6524.090,188.390,160.650,3.310
Inflow,Jakarta,2006,2,2157843.600,4056833.150,235178.160,86030.470,111742.710,,59698.190,505.860,4313.410,5.680,279.780,7.280
Inflow,Jakarta,2006,3,1996404.600,3502776.350,171788.860,73688.010,115581.330,,49449.470,1.310,72.840,1.960,111.420,3.690
Inflow,Jakarta,2006,4,2019423.200,3421635.210,162160.420,63887.880,97199.850,,44966.300,0.250,6.340,1.820,56.870,2.940
Inflow,Jakarta,2006,5,731693.950,2371042.150,148513.140,84979.910,114481.010,,51218.920,2.730,9.170,895.270,50.230,4.630
Inflow,Jakarta,2006,6,750460.500,1955221.500,113939.960,69664.110,78976.250,,38291.710,1.880,8.160,2269.410,24.180,2.680
Inflow,Jakarta,2006,7,941373.290,1679024.950,131154.760,84781.240,78606.360,,39590.140,0.980,1007.090,46.790,12.840,2.630
Inflow,Jakarta,2006,8,952828.400,1859996.050,165657.780,113974.140,80146.520,,40506.080,1.330,3512.200,39.880,23.110,2.110
Inflow,Jakarta,2006,9,849473.200,1404375.800,131323.500,98336.620,64397.210,,37992.290,7.490,602.760,3.580,13.710,3.190
Inflow,Jakarta,2006,10,1912029.500,2323607.600,120289.840,87629.590,48391.290,,22109.760,17.340,601.470,1.810,5.800,1.300
Inflow,Jakarta,2006,11,1244679.500,1755117.700,188922.060,168978.670,118981.850,,58405.470,13.530,854.550,3.120,10.930,2.550
Inflow,Jakarta,2006,12,497652.000,773739.400,121657.580,100835.140,64381.910,,45405.070,10.130,537.110,2.290,13.540,1.490
Inflow,Jakarta,2007,1,2137240.500,2460767.450,168588.560,164069.440,94744.710,,57399.480,2648.760,1495.240,1.670,15.970,6.550
Inflow,Jakarta,2007,2,1154260.500,1314388.650,101931.040,92953.120,64366.190,,37281.590,1242.570,724.090,2.450,15.890,4.830
Inflow,Jakarta,2007,3,977542.200,818901.100,107380.660,98231.990,67393.480,,45618.970,164.350,999.100,16.750,17.900,4.000
Inflow,Jakarta,2007,4,940606.000,979340.350,133772.920,110817.180,64987.300,,41855.800,209.060,865.470,2.450,15.010,3.810
Inflow,Jakarta,2007,5,919266.000,781052.700,115175.880,96576.430,58882.930,,37737.890,223.270,246.500,2.590,13.930,5.030
Inflow,Jakarta,2007,6,821545.700,548440.150,94800.240,80101.280,51215.380,,32540.200,158.270,559.090,7.870,14.570,3.500
Inflow,Jakarta,2007,7,1049118.900,1218813.600,108660.020,98465.440,59648.640,,37126.280,2811.540,94.270,1.990,10.350,3.720
Inflow,Jakarta,2007,8,812321.300,1205654.600,98293.460,89409.670,53129.780,,28955.440,166.120,110.780,1.750,9.050,3.510
Inflow,Jakarta,2007,9,683933.800,650120.650,92333.920,82859.830,49026.880,,23415.900,185.100,103.110,4.080,8.130,17.370
Inflow,Jakarta,2007,10,2679263.000,3856930.950,131118.700,101726.110,55141.540,,26725.160,85.570,88.000,2.010,7.620,8.010
Inflow,Jakarta,2007,11,916480.500,1522864.850,139449.660,132486.500,106618.220,,47169.130,349.790,1880.210,1.400,5.630,7.360
Inflow,Jakarta,2007,12,592768.700,712705.150,94626.810,89795.820,73200.020,,44312.200,5.540,100.580,2.240,6.460,5.680
Inflow,Jakarta,2008,1,1500585.200,2987454.500,117929.080,109582.270,85737.540,,46184.970,7.550,489.100,1.740,7.980,7.870
Inflow,Jakarta,2008,2,1260120.500,2309467.250,113628.660,107161.870,94001.440,,42985.530,547.310,303.990,3.140,8.250,2.930
Inflow,Jakarta,2008,3,762947.700,930464.000,98688.100,77596.880,68983.050,,32755.480,2.490,776.760,0.730,4.750,4.060
Inflow,Jakarta,2008,4,891159.200,1229464.600,100999.900,83249.080,70648.660,,35087.510,1496.300,41.240,2.680,20.650,4.440
Inflow,Jakarta,2008,5,898233.500,983243.300,89622.840,78540.480,68454.600,,31745.420,133.230,23.020,1.180,6.220,2.740
Inflow,Jakarta,2008,6,829634.800,982445.750,88470.420,68278.180,61120.570,,28104.150,105.690,41.770,12.910,10.230,3.380
Inflow,Jakarta,2008,7,1351482.400,1902136.730,108106.050,84804.280,74708.690,,28819.160,320.010,67.040,22.680,6.680,4.790
Inflow,Jakarta,2008,8,1015295.400,1303883.050,97138.540,71904.630,62933.950,,30203.190,193.990,12.490,4.560,6.040,1.800
Inflow,Jakarta,2008,9,951661.910,1149039.700,85027.480,59180.640,50772.570,,22701.150,21.180,105.150,23.160,4.100,3.860
Inflow,Jakarta,2008,10,3603577.700,4761053.500,132886.580,103833.410,82881.810,,31543.300,22.190,28.960,3.380,6.740,2.470
Inflow,Jakarta,2008,11,964357.000,1232114.660,171953.420,76632.350,149138.980,,47635.820,93.210,56.550,1.380,2.260,3.110
Inflow,Jakarta,2008,12,789616.200,1058847.800,94765.140,66726.520,56787.690,,39571.460,5.930,196.340,1.480,3.610,3.120
Inflow,Jakarta,2009,1,3252913.500,4724500.850,134061.140,89043.020,113340.500,,39098.120,623.770,30.820,3.330,6.570,2.930
Inflow,Jakarta,2009,2,1580402.800,2196899.450,126190.920,83853.670,102257.610,,41584.600,4.900,29.860,0.820,4.380,2.140
Inflow,Jakarta,2009,3,1330907.200,1849633.700,100460.100,64410.770,80901.290,,36782.400,11.630,16.560,0.930,4.570,1.600
Inflow,Jakarta,2009,4,1736286.000,2047036.800,105249.210,57758.400,72263.760,,26701.510,11.720,36.490,27.830,18.330,1.320
Inflow,Jakarta,2009,5,1257086.310,1382801.500,88080.250,57259.190,67663.610,,16887.960,0.840,61.330,11.550,32.280,1.380
Inflow,Jakarta,2009,6,1244948.400,1507533.200,101082.200,58852.470,61374.220,,13223.780,1.940,80.210,11.640,22.280,3.300
Inflow,Jakarta,2009,7,1758689.750,2056758.150,94918.210,55588.040,57972.630,,10175.670,1.320,37.350,0.110,2.840,0.790
Inflow,Jakarta,2009,8,1311899.150,1613854.350,71048.640,44510.440,49270.640,26.420,7917.360,0.970,76.940,18.830,0.640,0.530
Inflow,Jakarta,2009,9,2843414.450,2784831.700,64471.540,61139.980,42217.780,234.530,8153.450,0.450,30.490,4.960,3.290,0.410
Inflow,Jakarta,2009,10,2685008.300,2770671.050,136914.100,88822.740,79105.750,142.200,31999.590,3.080,32.890,3.250,3.930,1.770
Inflow,Jakarta,2009,11,882419.700,1114718.100,89061.900,63263.180,77097.090,233.850,39970.120,1.410,111.150,16.110,12.480,0.760
Inflow,Jakarta,2009,12,877442.300,1122829.150,85917.000,64432.890,59133.330,888.450,37423.150,9.980,4701.530,97.930,99.760,11.090
Inflow,Jakarta,2010,1,3322420.500,3613068.950,90163.820,57428.970,78045.360,1879.360,33326.140,3.150,53.240,11.470,5.070,2.650
Inflow,Jakarta,2010,2,935822.900,1153370.550,100440.840,50445.270,76871.480,2398.470,34331.400,3.470,65.310,7.250,4.000,2.850
Inflow,Jakarta,2010,3,952507.900,1237289.250,123013.680,73423.400,101798.460,4834.980,28682.310,0.710,222.530,2.180,3.660,1.930
Inflow,Jakarta,2010,4,1776405.900,1813606.800,114946.420,72032.840,76838.340,7064.070,25187.910,2.610,66.160,4.440,8.220,1.000
Inflow,Jakarta,2010,5,802647.400,1030855.600,91793.420,50363.830,57171.200,11942.170,20239.700,1.540,8.810,1.620,2.750,1.080
Inflow,Jakarta,2010,6,1187355.530,1426947.700,112728.360,73428.060,64811.450,13769.830,17538.760,1.030,20.960,1.200,5.010,1.260
Inflow,Jakarta,2010,7,2192358.600,2122434.950,106552.720,77897.320,61795.930,15096.080,17732.090,1.350,20.370,1.210,5.480,0.840
Inflow,Jakarta,2010,8,1530236.300,1468375.230,114441.680,81994.610,68342.110,17066.720,16336.930,235.540,66.870,6.920,25.920,1.890
Inflow,Jakarta,2010,9,6295503.640,5367090.850,215480.900,134916.170,62400.630,15691.910,14578.250,18.100,193.400,6.190,4.870,2.150
Inflow,Jakarta,2010,10,2258872.600,2628152.000,159349.180,141883.150,131446.750,62990.060,15855.570,2.110,101.370,10.910,19.720,0.840
